geoname_id,continent_code,continent_name,country_iso_code,country_name,subdivision_iso_code,subdivision_name,city_name,metro_code,time_zone
2531480,AF,Africa,MA,Morocco,3,Taza-Al Hoceima-Taounate,Tahala,,Africa/Casablanca
2532575,AF,Africa,MA,Morocco,11,Marrakech-Tensift-Al Haouz,Smara,,Africa/Casablanca
995078,AF,Africa,ZA,South Africa,EC,Province of Eastern Cape,Humewood,,Africa/Johannesburg
1016698,AF,Africa,ZA,South Africa,FS,Orange Free State,Bothaville,,Africa/Johannesburg
1019704,AF,Africa,ZA,South Africa,FS,Orange Free State,Bethlehem,,Africa/Johannesburg
3362482,AF,Africa,ZA,South Africa,WC,Province of the Western Cape,Riebeek West,,Africa/Johannesburg
945995,AF,Africa,ZA,South Africa,ZN,KwaZulu-Natal,Underberg,,Africa/Johannesburg
3360456,AF,Africa,ZA,South Africa,WC,Province of the Western Cape,Tokai,,Africa/Johannesburg
3366939,AF,Africa,ZA,South Africa,WC,Province of the Western Cape,Heathfield,,Africa/Johannesburg
981294,AF,Africa,ZA,South Africa,EC,Province of Eastern Cape,Lusikisiki,,Africa/Johannesburg
963528,AF,Africa,ZA,South Africa,ZN,KwaZulu-Natal,Queensburgh,,Africa/Johannesburg
966194,AF,Africa,ZA,South Africa,GP,Gauteng,Parkmore,,Africa/Johannesburg
976764,AF,Africa,ZA,South Africa,GP,Gauteng,Meyerton,,Africa/Johannesburg
959148,AF,Africa,ZA,South Africa,GP,Gauteng,Rosettenville,,Africa/Johannesburg
995335,AF,Africa,ZA,South Africa,GP,Gauteng,Houghton Estate,,Africa/Johannesburg
1015304,AF,Africa,ZA,South Africa,GP,Gauteng,Bryanston,,Africa/Johannesburg
1014107,AF,Africa,ZA,South Africa,GP,Gauteng,Capital Park,,Africa/Johannesburg
3363982,AF,Africa,ZA,South Africa,WC,Province of the Western Cape,Montana,,Africa/Johannesburg
951360,AF,Africa,ZA,South Africa,GP,Gauteng,Sunnyside,,Africa/Johannesburg
949880,AF,Africa,ZA,South Africa,GP,Gauteng,Tembisa,,Africa/Johannesburg
1014073,AF,Africa,ZA,South Africa,GP,Gauteng,Carletonville,,Africa/Johannesburg
2566680,AF,Africa,NG,Nigeria,LA,Lagos,Ojota,,Africa/Lagos
2322733,AF,Africa,NG,Nigeria,LA,Lagos,Suru-Lere,,Africa/Lagos
8030238,AF,Africa,ZA,South Africa,GP,Gauteng,Weltevreedenpark,,Africa/Johannesburg
2399697,AF,Africa,GA,Gabon,1,Estuaire,Libreville,,Africa/Libreville
1020590,AF,Africa,ZA,South Africa,GP,Gauteng,Bedfordview,,Africa/Johannesburg
949683,AF,Africa,ZA,South Africa,LP,Limpopo,Thabazimbi,,Africa/Johannesburg
991632,AF,Africa,ZA,South Africa,GP,Gauteng,Katlehong,,Africa/Johannesburg
964349,AF,Africa,ZA,South Africa,NW,Province of North West,Potchefstroom,,Africa/Johannesburg
999964,AF,Africa,ZA,South Africa,MP,Mpumalanga,Groblersdal,,Africa/Johannesburg
996195,AF,Africa,ZA,South Africa,LP,Limpopo,Hoedspruit,,Africa/Johannesburg
996409,AF,Africa,ZA,South Africa,ZN,KwaZulu-Natal,Himeville,,Africa/Johannesburg
1012080,AF,Africa,ZA,South Africa,ZN,KwaZulu-Natal,Dalton,,Africa/Johannesburg
944120,AF,Africa,ZA,South Africa,ZN,KwaZulu-Natal,Verulam,,Africa/Johannesburg
986846,AF,Africa,ZA,South Africa,FS,Orange Free State,Kroonstad,,Africa/Johannesburg
985015,AF,Africa,ZA,South Africa,FS,Orange Free State,Ladybrand,,Africa/Johannesburg
1002145,AF,Africa,ZA,South Africa,WC,Province of the Western Cape,George,,Africa/Johannesburg
7730334,AF,Africa,ZA,South Africa,LP,Limpopo,Lephalale,,Africa/Johannesburg
940909,AF,Africa,ZA,South Africa,FS,Orange Free State,Welkom,,Africa/Johannesburg
1005753,AF,Africa,ZA,South Africa,MP,Mpumalanga,Eloff,,Africa/Johannesburg
3371351,AF,Africa,,Namibia,KH,Khomas,Olympia,,Africa/Windhoek
3353811,AF,Africa,,Namibia,OD,Otjozondjupa,Otjiwarongo,,Africa/Windhoek
3359638,AF,Africa,,Namibia,ER,Erongo,Walvis Bay,,Africa/Windhoek
3354540,AF,Africa,,Namibia,ER,Erongo,Omaruru,,Africa/Windhoek
3352461,AF,Africa,,Namibia,ER,Erongo,Usakos,,Africa/Windhoek
3354021,AF,Africa,,Namibia,ON,Oshana,Oshakati,,Africa/Windhoek
3357682,AF,Africa,,Namibia,OW,Ohangwena,Engela,,Africa/Windhoek
3352593,AF,Africa,,Namibia,OT,Oshikoto,Tsumeb,,Africa/Windhoek
3357114,AF,Africa,,Namibia,OD,Otjozondjupa,Grootfontein,,Africa/Windhoek
3356264,AF,Africa,,Namibia,KA,Karas,Keetmanshoop,,Africa/Windhoek
3354071,AF,Africa,,Namibia,KA,Karas,Oranjemund,,Africa/Windhoek
3359041,AF,Africa,ZA,South Africa,WC,Province of the Western Cape,Worcester,,Africa/Johannesburg
994557,AF,Africa,ZA,South Africa,GP,Gauteng,Irene,,Africa/Johannesburg
2351275,AF,Africa,NG,Nigeria,,,Ajuwon,,Africa/Lagos
2318527,AF,Africa,NG,Nigeria,LA,Lagos,Yaba,,Africa/Lagos
2346812,AF,Africa,NG,Nigeria,RI,Rivers State,Bonny,,Africa/Lagos
1012585,AF,Africa,ZA,South Africa,GP,Gauteng,Craighall,,Africa/Johannesburg
3366314,AF,Africa,ZA,South Africa,WC,Province of the Western Cape,Kalkbaai,,Africa/Johannesburg
1070940,AF,Africa,MG,Madagascar,,Analamanga Region,Antananarivo,,Indian/Antananarivo
1062663,AF,Africa,MG,Madagascar,,Boeny Region,Mahajanga,,Indian/Antananarivo
2377450,AF,Africa,MR,Mauritania,NKC,District de Nouakchott,Nouakchott,,Africa/Nouakchott
223816,AF,Africa,DJ,Djibouti,,,,,Africa/Djibouti
2352947,AF,Africa,NG,Nigeria,OG,Ogun State,Abeokuta,,Africa/Lagos
894701,AF,Africa,ZW,Zimbabwe,BU,Bulawayo,Bulawayo,,Africa/Harare
2294700,AF,Africa,GH,Ghana,AA,Greater Accra Region,Tema,,Africa/Accra
927967,AF,Africa,MW,Malawi,LI,Lilongwe District,Lilongwe,,Africa/Blantyre
1013168,AF,Africa,ZA,South Africa,EC,Province of Eastern Cape,Coega,,Africa/Johannesburg
181032,AF,Africa,KE,Kenya,,Kiambu District,Ruiru,,Africa/Nairobi
932505,AF,Africa,LS,Lesotho,A,Maseru,Maseru,,Africa/Maseru
7627570,AF,Africa,ZA,South Africa,GP,Gauteng,Waverley,,Africa/Johannesburg
994927,AF,Africa,ZA,South Africa,ZN,KwaZulu-Natal,Illovo Beach,,Africa/Johannesburg
921929,AF,Africa,KM,Comoros,,,,,Indian/Comoro
1007514,AF,Africa,ZA,South Africa,LP,Limpopo,Duiwelskloof,,Africa/Johannesburg
2498611,AF,Africa,DZ,Algeria,2,Wilaya de Chlef,Chlef,,Africa/Algiers
2300364,AF,Africa,GH,Ghana,TV,Volta Region,Home,,Africa/Accra
2234974,AF,Africa,CM,Cameroon,NW,North-West Province,Bamenda,,Africa/Douala
2233410,AF,Africa,CM,Cameroon,SW,South-West Province,Buea,,Africa/Douala
2317765,AF,Africa,NG,Nigeria,KD,Kaduna State,Zaria,,Africa/Lagos
934985,AF,Africa,SZ,Swaziland,HH,Hhohho District,Mbabane,,Africa/Mbabane
2298423,AF,Africa,GH,Ghana,AA,Greater Accra Region,Legon,,Africa/Accra
187506,AF,Africa,KE,Kenya,,Kisumu,Maseno,,Africa/Nairobi
2231320,AF,Africa,CM,Cameroon,NO,North Province,Garoua,,Africa/Douala
2350841,AF,Africa,NG,Nigeria,ON,Ondo State,Akure,,Africa/Lagos
2346229,AF,Africa,NG,Nigeria,CR,Cross River State,Calabar,,Africa/Lagos
191245,AF,Africa,KE,Kenya,,Kisumu,Kisumu,,Africa/Nairobi
186301,AF,Africa,KE,Kenya,,Mombasa District,Mombasa,,Africa/Nairobi
3368061,AF,Africa,ZA,South Africa,WC,Province of the Western Cape,Elgin,,Africa/Johannesburg
1055429,AF,Africa,MG,Madagascar,,Atsimo-Andrefana Region,Toliara,,Indian/Antananarivo
2365267,AF,Africa,TG,Togo,M,Maritime,Lomé,,Africa/Lome
7506857,AF,Africa,ZA,South Africa,WC,Province of the Western Cape,Newlands,,Africa/Johannesburg
7289729,AF,Africa,ZA,South Africa,FS,Orange Free State,Constantia,,Africa/Johannesburg
366122,AF,Africa,SD,Sudan,DN,Northern Darfur,Thabit,,Africa/Khartoum
233508,AF,Africa,UG,Uganda,113,Wakiso District,Entebbe,,Africa/Kampala
3351663,AF,Africa,AO,Angola,BGU,Benguela,Benguela,,Africa/Luanda
2298890,AF,Africa,GH,Ghana,AH,Ashanti Region,Kumasi,,Africa/Accra
2294915,AF,Africa,GH,Ghana,WP,Western Region,Takoradi,,Africa/Accra
2347625,AF,Africa,NG,Nigeria,LA,Lagos,Bariga,,Africa/Lagos
2566657,AF,Africa,NG,Nigeria,LA,Lagos,Orile Oshodi,,Africa/Lagos
2327384,AF,Africa,NG,Nigeria,LA,Lagos,Ojo,,Africa/Lagos
954013,AF,Africa,ZA,South Africa,GP,Gauteng,Soshanguve,,Africa/Johannesburg
957811,AF,Africa,ZA,South Africa,GP,Gauteng,Sandown,,Africa/Johannesburg
935619,AF,Africa,RE,Réunion,,,Le Petit Tampon,,Indian/Reunion
935221,AF,Africa,RE,Réunion,,,Saint-Paul,,Indian/Reunion
936081,AF,Africa,RE,Réunion,,,Bois de Nefles,,Indian/Reunion
935264,AF,Africa,RE,Réunion,,,Saint-Denis,,Indian/Reunion
935214,AF,Africa,RE,Réunion,,,Saint-Piorre,,Indian/Reunion
935346,AF,Africa,RE,Réunion,,,Ravine des Cabris,,Indian/Reunion
2243940,AF,Africa,SN,Senegal,ZG,Ziguinchor,Ziguinchor,,Africa/Dakar
934995,AF,Africa,SZ,Swaziland,MA,Manzini District,Manzini,,Africa/Mbabane
934989,AF,Africa,SZ,Swaziland,,,Matsapha,,Africa/Mbabane
922704,AF,Africa,CD,Congo,KA,Katanga Province,Lubumbashi,,Africa/Lubumbashi
995202,AF,Africa,ZA,South Africa,ZN,KwaZulu-Natal,Howick,,Africa/Johannesburg
3354247,AF,Africa,,Namibia,ON,Oshana,Ondangwa,,Africa/Windhoek
3354147,AF,Africa,,Namibia,ON,Oshana,Ongwediva,,Africa/Windhoek
884979,AF,Africa,ZW,Zimbabwe,MA,Manicaland,Mutare,,Africa/Harare
2325590,AF,Africa,NG,Nigeria,OS,Osun State,Osogbo,,Africa/Lagos
2343641,AF,Africa,NG,Nigeria,ED,Edo,Ekpoma,,Africa/Lagos
192126,AF,Africa,KE,Kenya,,Kiambu District,Kikuyu,,Africa/Nairobi
1052373,AF,Africa,MZ,Mozambique,S,Sofala Province,Beira,,Africa/Maputo
349114,AF,Africa,EG,Egypt,DK,Muhafazat ad Daqahliyah,Shirbin,,Africa/Cairo
2327932,AF,Africa,NG,Nigeria,RI,Rivers State,Odau,,Africa/Lagos
7859064,AF,Africa,AO,Angola,CUS,Kwanza Sul,Cacole,,Africa/Luanda
3347939,AF,Africa,AO,Angola,BGU,Benguela,Lobito,,Africa/Luanda
1012413,AF,Africa,ZA,South Africa,GP,Gauteng,Cullinan,,Africa/Johannesburg
2318044,AF,Africa,NG,Nigeria,AD,Adamawa,Yola,,Africa/Lagos
2413876,AF,Africa,GM,Gambia,B,City of Banjul,Banjul,,Africa/Banjul
2464461,AF,Africa,TN,Tunisia,,,,,Africa/Tunis
2464470,AF,Africa,TN,Tunisia,11,Gouvernorat de Tunis,Tunis,,Africa/Tunis
2464915,AF,Africa,TN,Tunisia,51,Gouvernorat de Sousse,Sousse,,Africa/Tunis
2473247,AF,Africa,TN,Tunisia,12,Gouvernorat de l' Ariana,Ariana,,Africa/Tunis
2468353,AF,Africa,TN,Tunisia,71,Gafsa Governorate,Gafsa,,Africa/Tunis
2473493,AF,Africa,TN,Tunisia,52,Gouvernorat de Monastir,Monastir,,Africa/Tunis
359280,AF,Africa,EG,Egypt,KB,Muhafazat al Qalyubiyah,Banha,,Africa/Cairo
360502,AF,Africa,EG,Egypt,LX,Muhafazat al Uqsur,Luxor,,Africa/Cairo
988886,AF,Africa,ZA,South Africa,ZN,KwaZulu-Natal,Kloof,,Africa/Johannesburg
981158,AF,Africa,ZA,South Africa,MP,Mpumalanga,Lydenburg,,Africa/Johannesburg
1011031,AF,Africa,ZA,South Africa,MP,Mpumalanga,Delmas,,Africa/Johannesburg
938694,AF,Africa,ZA,South Africa,MP,Mpumalanga,White River,,Africa/Johannesburg
2214846,AF,Africa,LY,Libya,MI,Sha`biyat Misratah,Misratah,,Africa/Tripoli
216281,AF,Africa,CD,Congo,NK,Nord Kivu,Goma,,Africa/Lubumbashi
960469,AF,Africa,ZA,South Africa,GP,Gauteng,Roodekrans,,Africa/Johannesburg
3369098,AF,Africa,ZA,South Africa,WC,Province of the Western Cape,Claremont,,Africa/Johannesburg
949049,AF,Africa,ZA,South Africa,GP,Gauteng,Three Rivers,,Africa/Johannesburg
973709,AF,Africa,ZA,South Africa,WC,Province of the Western Cape,Mossel Bay,,Africa/Johannesburg
991310,AF,Africa,ZA,South Africa,FS,Orange Free State,Kestell,,Africa/Johannesburg
1001875,AF,Africa,ZA,South Africa,ZN,KwaZulu-Natal,Gillitts,,Africa/Johannesburg
3362349,AF,Africa,ZA,South Africa,WC,Province of the Western Cape,Robertson,,Africa/Johannesburg
2553751,AF,Africa,MA,Morocco,BES,Benslimane,Bouznika,,Africa/Casablanca
2528659,AF,Africa,MA,Morocco,KHE,Khemisset,Tiflet,,Africa/Casablanca
2529316,AF,Africa,MA,Morocco,1,Region de Tanger-Tetouan,Taza,,Africa/Casablanca
2542987,AF,Africa,MA,Morocco,TET,Tetouan,Martil,,Africa/Casablanca
2537406,AF,Africa,MA,Morocco,SET,Settat Province,Settat,,Africa/Casablanca
2550078,AF,Africa,MA,Morocco,JDI,El-Jadida,El Jadida,,Africa/Casablanca
2555745,AF,Africa,MA,Morocco,BEM,Beni-Mellal,Beni Mellal,,Africa/Casablanca
2540689,AF,Africa,MA,Morocco,KHO,Khouribga Province,Oued Zem,,Africa/Casablanca
2556996,AF,Africa,MA,Morocco,14,Guelmim-Es Semara,Assa,,Africa/Casablanca
2556272,AF,Africa,MA,Morocco,SET,Settat Province,Berrechid,,Africa/Casablanca
2208485,AF,Africa,LY,Libya,MI,Sha`biyat Misratah,Zliten,,Africa/Tripoli
88319,AF,Africa,LY,Libya,BA,Sha`biyat Banghazi,Benghazi,,Africa/Tripoli
338010,AF,Africa,ER,Eritrea,,,,,Africa/Asmara
3370751,AF,Africa,SH,Saint Helena,,,,,Atlantic/St_Helena
934881,AF,Africa,SZ,Swaziland,HH,Hhohho District,Piggs Peak,,Africa/Mbabane
2273638,AF,Africa,LR,Liberia,,River Gee County,Fish Town,,Africa/Monrovia
2243914,AF,Africa,AO,Angola,BGO,Bengo Province,Ambriz,,Africa/Luanda
1083724,AF,Africa,MG,Madagascar,,Diana Region,Ambanja,,Indian/Antananarivo
2374311,AF,Africa,GW,Guinea-Bissau,,,Cacheu,,Africa/Bissau
932035,AF,Africa,LS,Lesotho,D,Berea,Teyateyaneng,,Africa/Maseru
2451185,AF,Africa,ML,Mali,3,Sikasso,Sikasso,,Africa/Bamako
2428231,AF,Africa,TD,Chad,HL,Hadjer-Lamis,Massaguet,,Africa/Ndjamena
2317418,AF,Africa,CD,Congo,BC,Province du Bas-Congo,Banana,,Africa/Kinshasa
2389853,AF,Africa,CF,Central African Republic,BGF,Commune de Bangui,Bangui,,Africa/Bangui
921753,AF,Africa,KM,Comoros,A,Ndzuwani,Moutsamoudou,,Indian/Comoro
2410972,AF,Africa,ST,São Tomé and Príncipe,S,São Tomé Island,Neves,,Africa/Sao_Tome
2392601,AF,Africa,BJ,Benin,AK,Atakora Department,Natitingou,,Africa/Porto-Novo
2309527,AF,Africa,GQ,Equatorial Guinea,,,Malabo,,Africa/Malabo
2396518,AF,Africa,GA,Gabon,8,Province de l' Ogooue-Maritime,Port-Gentil,,Africa/Libreville
198629,AF,Africa,KE,Kenya,,Uasin Gishu,Eldoret,,Africa/Nairobi
2338849,AF,Africa,NG,Nigeria,LA,Lagos,Iganmu,,Africa/Lagos
2330028,AF,Africa,NG,Nigeria,OS,Osun State,Modakeke,,Africa/Lagos
2212775,AF,Africa,LY,Libya,SB,Sha`biyat Sabha,Sabha,,Africa/Tripoli
2274895,AF,Africa,LR,Liberia,MO,Montserrado County,Monrovia,,Africa/Monrovia
901344,AF,Africa,ZM,Zambia,8,Copperbelt,Ndola,,Africa/Lusaka
888710,AF,Africa,ZW,Zimbabwe,MI,Midlands Province,Kwekwe,,Africa/Harare
935257,AF,Africa,RE,Réunion,,,Sainte-Clotilde,,Indian/Reunion
935616,AF,Africa,RE,Réunion,,,Le Port,,Indian/Reunion
935608,AF,Africa,RE,Réunion,,,Les Avirons,,Indian/Reunion
935248,AF,Africa,RE,Réunion,,,Sainte-Suzanne,,Indian/Reunion
2399284,AF,Africa,GA,Gabon,4,Province de la Ngounie,Mamagnia,,Africa/Libreville
2335727,AF,Africa,NG,Nigeria,KD,Kaduna State,Kaduna,,Africa/Lagos
2343279,AF,Africa,NG,Nigeria,EN,Enugu State,Enugu,,Africa/Lagos
2337639,AF,Africa,NG,Nigeria,KW,Kwara State,Ilorin,,Africa/Lagos
153220,AF,Africa,TZ,Tanzania,16,Morogoro,Morogoro,,Africa/Dar_es_Salaam
2422465,AF,Africa,GN,Guinea,,,Conakry,,Africa/Conakry
2420985,AF,Africa,GN,Guinea,FO,Prefecture de Forecariah,Forécariah,,Africa/Conakry
2399888,AF,Africa,GA,Gabon,3,Province du Moyen-Ogooue,Lambaréné,,Africa/Libreville
245785,AF,Africa,TD,Chad,OD,Ouaddai Region,Abéché,,Africa/Ndjamena
2335953,AF,Africa,NG,Nigeria,PL,Plateau State,Jos,,Africa/Lagos
2319133,AF,Africa,NG,Nigeria,DE,Delta,Warri,,Africa/Lagos
2416969,AF,Africa,GN,Guinea,NZ,Nzerekore Prefecture,Nzérékoré,,Africa/Conakry
2349963,AF,Africa,NG,Nigeria,,,Anambra,,Africa/Lagos
2298264,AF,Africa,GH,Ghana,AH,Ashanti Region,Mampong,,Africa/Accra
7098427,AF,Africa,NG,Nigeria,DE,Delta,Abraka,,Africa/Lagos
2418362,AF,Africa,GN,Guinea,LA,Labe Prefecture,Labé,,Africa/Conakry
2419992,AF,Africa,GN,Guinea,KA,Kankan Prefecture,Kankan,,Africa/Conakry
2420056,AF,Africa,GN,Guinea,BK,Boke Prefecture,Port Kamsar,,Africa/Conakry
2422924,AF,Africa,GN,Guinea,BK,Boke Prefecture,Boké,,Africa/Conakry
2352804,AF,Africa,NG,Nigeria,DE,Delta,Abraka,,Africa/Lagos
2352778,AF,Africa,NG,Nigeria,FC,Federal Capital Territory,Abuja,,Africa/Lagos
2353099,AF,Africa,NG,Nigeria,EB,Ebonyi State,Abakaliki,,Africa/Lagos
2229752,AF,Africa,CM,Cameroon,SW,South-West Province,Kumba,,Africa/Douala
2260535,AF,Africa,CG,Republic of the Congo,BZV,Commune de Brazzaville,Brazzaville,,Africa/Brazzaville
2352379,AF,Africa,NG,Nigeria,EK,Ekiti State,Ado-Ekiti,,Africa/Lagos
2417834,AF,Africa,GN,Guinea,MM,Mamou Prefecture,Mamou,,Africa/Conakry
908655,AF,Africa,ZM,Zambia,7,Southern Province,Macha,,Africa/Lusaka
2422442,AF,Africa,GN,Guinea,DB,Dabola,Dabola,,Africa/Conakry
2352776,AF,Africa,NG,Nigeria,FC,Federal Capital Territory,,,Africa/Lagos
2336589,AF,Africa,NG,Nigeria,TA,Taraba State,Jalingo,,Africa/Lagos
2338900,AF,Africa,NG,Nigeria,,,Ife,,Africa/Lagos
149606,AF,Africa,TZ,Tanzania,25,Tanga,Tanga,,Africa/Dar_es_Salaam
2418092,AF,Africa,GN,Guinea,LO,Lola,Lola,,Africa/Conakry
2416085,AF,Africa,GN,Guinea,BK,Boke Prefecture,Sangaredi,,Africa/Conakry
2400547,AF,Africa,GA,Gabon,8,Province de l' Ogooue-Maritime,Gamba,,Africa/Libreville
2346317,AF,Africa,NG,Nigeria,DE,Delta,Burutu,,Africa/Lagos
2331939,AF,Africa,NG,Nigeria,KO,Kogi State,Lokoja,,Africa/Lagos
187028,AF,Africa,KE,Kenya,,Homa Bay District,Mbita,,Africa/Nairobi
2235194,AF,Africa,CM,Cameroon,CE,Centre,Bafia,,Africa/Douala
2274465,AF,Africa,LR,Liberia,MO,Montserrado County,Paynesville,,Africa/Monrovia
2338999,AF,Africa,NG,Nigeria,RI,Rivers State,Ido,,Africa/Lagos
57289,AF,Africa,SO,Somalia,WO,Woqooyi Galbeed,Hargeysa,,Africa/Mogadishu
2595344,AF,Africa,NG,Nigeria,BY,Bayelsa State,,,Africa/Lagos
2347059,AF,Africa,NG,Nigeria,KE,Kebbi State,Birnin Kebbi,,Africa/Lagos
1016674,AF,Africa,ZA,South Africa,MP,Mpumalanga,Botshabelo,,Africa/Johannesburg
2330100,AF,Africa,NG,Nigeria,NI,Niger State,Minna,,Africa/Lagos
2420178,AF,Africa,GN,Guinea,GA,Gaoual Prefecture,Kalia,,Africa/Conakry
915086,AF,Africa,ZM,Zambia,7,Southern Province,Kalomo,,Africa/Lusaka
2302357,AF,Africa,GH,Ghana,CP,Central Region,Cape Coast,,Africa/Accra
2328151,AF,Africa,NG,Nigeria,CR,Cross River State,Obudu,,Africa/Lagos
935231,AF,Africa,RE,Réunion,,,Saint-Gilles-les Bains,,Indian/Reunion
935146,AF,Africa,RE,Réunion,,,Trois-Bassins,,Indian/Reunion
2566676,AF,Africa,NG,Nigeria,LA,Lagos,Alimosho,,Africa/Lagos
2325276,AF,Africa,NG,Nigeria,LA,Lagos,Oworonsoki,,Africa/Lagos
353229,AF,Africa,EG,Egypt,,,Al `Ashir min Ramadan,,Africa/Cairo
2337114,AF,Africa,NG,Nigeria,LA,Lagos,Isolo,,Africa/Lagos
2353151,AF,Africa,NG,Nigeria,AB,Abia State,Aba,,Africa/Lagos
2218970,AF,Africa,LY,Libya,ZA,Sha`biyat az Zawiyah,Az Zawiyah,,Africa/Tripoli
935255,AF,Africa,RE,Réunion,,,Sainte-Marie,,Indian/Reunion
935684,AF,Africa,RE,Réunion,,,La Riviere des Pluies,,Indian/Reunion
1024031,AF,Africa,YT,Mayotte,,,,,Indian/Mayotte
935681,AF,Africa,RE,Réunion,,,La Saline,,Indian/Reunion
935708,AF,Africa,RE,Réunion,,,La Montagne,,Indian/Reunion
935416,AF,Africa,RE,Réunion,,,Petite-Ile,,Indian/Reunion
935267,AF,Africa,RE,Réunion,,,Saint-Benoit,,Indian/Reunion
935223,AF,Africa,RE,Réunion,,,Saint-Louis,,Indian/Reunion
935916,AF,Africa,RE,Réunion,,,Entre-Deux,,Indian/Reunion
935386,AF,Africa,RE,Réunion,,,Piton Sainte-Rose,,Indian/Reunion
2561737,AF,Africa,MA,Morocco,AZI,Azilal Province,Afourer,,Africa/Casablanca
179330,AF,Africa,KE,Kenya,110,Nairobi Province,Thika,,Africa/Nairobi
2236568,AF,Africa,AO,Angola,UIG,Provincia do Uige,Uíge,,Africa/Luanda
956098,AF,Africa,ZA,South Africa,ZN,KwaZulu-Natal,Shelly Beach,,Africa/Johannesburg
988698,AF,Africa,ZA,South Africa,WC,Province of the Western Cape,Knysna,,Africa/Johannesburg
990873,AF,Africa,ZA,South Africa,ZN,KwaZulu-Natal,Kingsmead,,Africa/Johannesburg
964432,AF,Africa,ZA,South Africa,EC,Province of Eastern Cape,Port Alfred,,Africa/Johannesburg
956767,AF,Africa,ZA,South Africa,MP,Mpumalanga,Secunda,,Africa/Johannesburg
996921,AF,Africa,ZA,South Africa,GP,Gauteng,Henley on Klip,,Africa/Johannesburg
1003763,AF,Africa,ZA,South Africa,FS,Orange Free State,Frankfort,,Africa/Johannesburg
968477,AF,Africa,ZA,South Africa,FS,Orange Free State,Odendaalsrus,,Africa/Johannesburg
1015250,AF,Africa,ZA,South Africa,EC,Province of Eastern Cape,Buffalo,,Africa/Johannesburg
941939,AF,Africa,ZA,South Africa,ZN,KwaZulu-Natal,Warner Beach,,Africa/Johannesburg
946128,AF,Africa,ZA,South Africa,ZN,KwaZulu-Natal,Umkomaas,,Africa/Johannesburg
971387,AF,Africa,ZA,South Africa,ZN,KwaZulu-Natal,New Germany,,Africa/Johannesburg
953781,AF,Africa,ZA,South Africa,GP,Gauteng,Soweto,,Africa/Johannesburg
958441,AF,Africa,ZA,South Africa,MP,Mpumalanga,Sabie,,Africa/Johannesburg
982899,AF,Africa,ZA,South Africa,NW,Province of North West,Lichtenburg,,Africa/Johannesburg
946973,AF,Africa,ZA,South Africa,LP,Limpopo,Tzaneen,,Africa/Johannesburg
3362671,AF,Africa,ZA,South Africa,WC,Province of the Western Cape,Pringle Bay,,Africa/Johannesburg
965528,AF,Africa,ZA,South Africa,LP,Limpopo,Phalaborwa,,Africa/Johannesburg
967106,AF,Africa,ZA,South Africa,WC,Province of the Western Cape,Oudtshoorn,,Africa/Johannesburg
984998,AF,Africa,ZA,South Africa,ZN,KwaZulu-Natal,Ladysmith,,Africa/Johannesburg
972787,AF,Africa,ZA,South Africa,ZN,KwaZulu-Natal,Mtunzini,,Africa/Johannesburg
996419,AF,Africa,ZA,South Africa,ZN,KwaZulu-Natal,Hilton,,Africa/Johannesburg
997255,AF,Africa,ZA,South Africa,MP,Mpumalanga,Hazyview,,Africa/Johannesburg
990825,AF,Africa,ZA,South Africa,MP,Mpumalanga,Kinross,,Africa/Johannesburg
3362485,AF,Africa,ZA,South Africa,WC,Province of the Western Cape,Riebeek-Kasteel,,Africa/Johannesburg
3364244,AF,Africa,ZA,South Africa,WC,Province of the Western Cape,Meadowridge,,Africa/Johannesburg
964712,AF,Africa,ZA,South Africa,WC,Province of the Western Cape,Plettenberg Bay,,Africa/Johannesburg
942069,AF,Africa,ZA,South Africa,EC,Province of Eastern Cape,Walmer Heights,,Africa/Johannesburg
3364059,AF,Africa,ZA,South Africa,WC,Province of the Western Cape,Milnerton,,Africa/Johannesburg
3363222,AF,Africa,ZA,South Africa,WC,Province of the Western Cape,Ottery,,Africa/Johannesburg
3361934,AF,Africa,ZA,South Africa,WC,Province of the Western Cape,Saldanha,,Africa/Johannesburg
3359510,AF,Africa,ZA,South Africa,WC,Province of the Western Cape,Wellington,,Africa/Johannesburg
960360,AF,Africa,ZA,South Africa,FS,Orange Free State,Roodepoort,,Africa/Johannesburg
968442,AF,Africa,ZA,South Africa,MP,Mpumalanga,Ogies,,Africa/Johannesburg
3366945,AF,Africa,ZA,South Africa,WC,Province of the Western Cape,Hawston,,Africa/Johannesburg
949224,AF,Africa,ZA,South Africa,LP,Limpopo,Thohoyandou,,Africa/Johannesburg
3363018,AF,Africa,ZA,South Africa,WC,Province of the Western Cape,Parow,,Africa/Johannesburg
980595,AF,Africa,ZA,South Africa,NW,Province of North West,Mafikeng,,Africa/Johannesburg
949282,AF,Africa,ZA,South Africa,FS,Orange Free State,Theunissen,,Africa/Johannesburg
996918,AF,Africa,ZA,South Africa,FS,Orange Free State,Hennenman,,Africa/Johannesburg
946058,AF,Africa,ZA,South Africa,EC,Province of Eastern Cape,Umtata,,Africa/Johannesburg
956878,AF,Africa,ZA,South Africa,ZN,KwaZulu-Natal,Scottburgh,,Africa/Johannesburg
3364346,AF,Africa,ZA,South Africa,WC,Province of the Western Cape,Malmesbury,,Africa/Johannesburg
964315,AF,Africa,ZA,South Africa,LP,Limpopo,Mokopane,,Africa/Johannesburg
